Position,Freq_D,Freq_R,SNPs
1977,100,99.41,1
2532,100,100,1
4013,100,100,1
7585,100,99.52,1
9143,98.65,99.56,1
9304,100,100,1
13460,100,100,1
14401,100,100,1
15117,100,100,1
23174,100,100,1
26959,100,100,1
27469,100,100,1
36538,100,100,1
37031,100,100,1
39758,100,100,1
42281,100,100,1
43945,100,100,1
50557,100,100,1
51949,100,99.51,1
54394,100,100,1
62049,100,100,1
70267,100,100,1
71336,100,100,1
75940,100,100,1
80616,100,100,1
89200,100,100,1
92199,100,99.02,1
97696,100,100,1
103600,100,99.45,1
123520,100,100,1
126803,100,100,1
133839,100,100,1
139756,100,100,1
143145,100,100,1
143207,100,100,1
154191,100,100,1
194681,100,100,1
195360,100,100,1
196642,100,100,1
199470,100,100,1
206339,98.28,100,1
206481,100,97.62,1
206484,100,98.46,1
208322,100,100,1
217201,100,99,1
223419,99.08,100,1
223752,100,100,1
223942,100,99.15,1
225323,100,99.44,1
225668,100,100,1
227098,100,99.52,1
231114,100,100,1
233358,100,100,1
233364,100,100,1
243598,100,100,1
249522,100,99.48,1
251575,100,100,1
251629,100,100,1
251669,100,100,1
260282,100,100,1
261869,98.75,100,1
265554,100,100,1
278681,98.97,99.5,1
283614,100,100,1
285871,100,100,1
286940,100,99.47,1
304923,100,100,1
309765,100,100,1
311613,99.09,100,1
320180,100,99.54,1
325505,100,100,1
331588,100,100,1
342146,98.91,99.48,1
343281,100,100,1
347256,100,99.52,1
376774,100,100,1
381030,100,99.6,1
384380,100,100,1
386432,100,99.45,1
391853,100,100,1
392261,100,100,1
404326,100,99.6,1
406956,100,100,1
412280,100,100,1
420008,100,100,1
422745,100,100,1
438271,100,100,1
440530,100,100,1
445780,100,100,1
447442,100,100,1
455325,100,100,1
455329,100,100,1
457452,100,99.47,1
468357,100,100,1
475178,100,99.47,1
481239,100,99.47,1
483935,100,100,1
484822,100,99.19,1
489935,100,100,1
491742,100,100,1
492150,98.78,99.47,1
498531,100,100,1
498557,100,99.55,1
502589,100,100,1
505974,100,100,1
513257,100,99.52,1
514657,98.65,100,1
517358,100,99.53,1
517411,100,100,1
519185,100,100,1
522081,100,99.39,1
524891,100,100,1
527316,100,100,1
528354,100,100,1
534427,100,100,1
534655,99.13,100,1
541201,100,100,1
546357,100,100,1
551525,100,100,1
555991,100,100,1
565404,98.81,100,1
565655,100,100,1
573384,100,100,1
580772,100,100,1
584171,100,100,1
584511,100,100,1
590763,100,100,1
597816,100,99.54,1
598475,100,99.45,1
599868,100,100,1
610120,100,100,1
630722,100,100,1
637319,100,100,1
648002,100,100,1
648856,100,100,1
655986,100,100,1
657578,100,100,1
659341,100,99.49,1
662911,100,100,1
665293,100,99.58,1
669398,100,99.55,1
670545,100,100,1
684290,100,100,1
685608,98.02,99.57,1
686972,100,100,1
687994,100,100,1
690248,100,99.35,1
690450,100,100,1
690465,100,100,1
698968,98.67,100,1
700776,100,99.53,1
705602,100,100,1
712693,100,99.28,1
713310,100,100,1
715266,100,100,1
717588,100,100,1
757182,100,100,1
763031,100,100,1
767414,100,100,1
775639,100,99.12,1
776100,100,100,1
781395,98.85,100,1
787839,100,100,1
815236,100,100,1
815851,100,99.47,1
820483,100,100,1
820752,100,100,1
821907,100,99.56,1
832201,100,100,1
832246,100,100,1
841544,100,100,1
841764,100,99.53,1
857696,100,99.47,1
871271,100,100,1
880562,100,99.6,1
882257,100,100,1
894888,100,100,1
900221,100,100,1
903550,100,98.9,1
903913,100,100,1
911261,100,100,1
913274,100,100,1
916046,100,100,1
931123,100,100,1
932280,100,100,1
933699,100,99.6,1
934230,100,100,1
934611,100,100,1
938246,98.72,100,1
941845,100,100,1
945214,99.05,100,1
948294,100,100,1
949535,100,100,1
951142,100,100,1
957117,100,100,1
958271,100,98.73,1
960367,100,100,1
979704,100,100,1
986463,99.01,100,1
990621,100,99.62,1
993346,99.18,100,1
996982,98.82,100,1
1014416,100,99.52,1
1014815,100,100,1
1024346,100,100,1
1037012,100,100,1
1040706,100,100,1
1047165,100,100,1
1054784,100,100,1
1063765,100,100,1
1068151,100,99.64,1
1068432,100,100,1
1070702,98.98,99.13,1
1075279,100,99.1,1
1076309,100,99.61,1
1079927,100,99.55,1
1080192,100,100,1
1087193,98.67,100,1
1097023,100,100,1
1098523,100,100,1
1104690,100,100,1
1105284,100,100,1
1106422,100,99.5,1
1107940,98.88,100,1
1109163,100,100,1
1109975,100,99.19,1
1110956,97.5,99.51,1
1113290,100,100,1
1123597,100,99.54,1
1126889,100,100,1
1131300,100,100,1
1143832,100,100,1
1144585,98.84,100,1
1148259,100,99.58,1
1149551,100,100,1
1150585,100,99.04,1
1178116,100,100,1
1200418,100,99.55,1
1203824,100,100,1
1211369,100,100,1
1220570,100,100,1
1224367,100,99.36,1
1230778,100,100,1
1233700,100,100,1
1235446,100,100,1
1237811,100,98,1
1248382,100,100,1
1248936,100,100,1
1248978,100,99.62,1
1250340,99.16,100,1
1250357,100,99.13,1
1251199,98.97,99.47,1
1254562,99.07,100,1
1281771,100,100,1
1287112,100,100,1
1292102,100,100,1
1306259,100,100,1
1307598,100,100,1
1310316,100,99.44,1
1327890,100,99.6,1
1341040,100,100,1
1341044,98.67,100,1
1351172,100,100,1
1358940,100,100,1
1360209,100,99.51,1
1362006,100,100,1
1367484,100,99.51,1
1368947,100,100,1
1390763,99.02,100,1
1393626,98.44,100,1
1395010,100,100,1
1396922,100,99.22,1
1397201,100,100,1
1400396,100,99.52,1
1410062,100,100,1
1413148,100,100,1
1417554,100,100,1
1418147,100,100,1
1424699,100,100,1
1445781,100,100,1
1457144,100,99.45,1
1458144,100,100,1
1461230,100,100,1
1479085,100,100,1
1490905,100,100,1
1490911,100,100,1
1492194,100,99.56,1
1496964,100,100,1
1499274,100,99.3,1
1505194,100,100,1
1505973,100,100,1
1523175,100,100,1
1523791,100,100,1
1524836,100,100,1
1526819,100,99.54,1
1536251,98.81,98.87,1
1539714,100,99.31,1
1540141,100,99.5,1
1544255,100,99.52,1
1546703,100,100,1
1548087,100,100,1
1559562,100,100,1
1563717,100,100,1
1570566,100,100,1
1574206,100,100,1
1584379,100,100,1
1585283,98.65,99.47,1
1585404,100,100,1
1588899,100,100,1
1600685,100,99.43,1
1608276,100,100,1
1609840,100,100,1
1611283,100,100,1
1612621,24.05,16.67,1
1612648,25,24.04,1
1613035,100,100,1
1624791,100,100,1
1626363,100,99.54,1
1627351,100,100,1
1630148,100,100,1
1639418,100,100,1
1639594,100,100,1
1639643,100,100,1
1640442,100,100,1
1644362,27.12,32.91,1
1645802,100,100,1
1649846,100,100,1
1659994,100,99.51,1
1676290,100,100,1
1688300,100,100,1
1689349,100,100,1
1692141,98.72,100,1
1693561,100,99.52,1
1694547,99.05,100,1
1695674,100,100,1
1698911,98.81,100,1
1699849,98.97,100,1
1706746,100,100,1
1709432,100,100,1
1713192,100,100,1
1716472,100,100,1
1719391,100,100,1
1726816,100,100,1
1728837,100,100,1
1734742,98.9,98.6,1
1750472,100,100,1
1756386,100,100,1
1759252,98.77,100,1
1760923,100,100,1
1761789,100,99.5,1
1792777,100,100,1
1792778,100,100,1
1797577,100,100,1
1798355,100,100,1
1804409,100,100,1
1822460,100,100,1
1826054,100,100,1
1839260,100,100,1
1839759,100,100,1
1847919,100,100,1
1849609,100,100,1
1854300,100,100,1
1858165,100,99.63,1
1859559,100,100,1
1872959,100,100,1
1883142,100,100,1
1885293,100,99.26,1
1885772,100,99.4,1
1888128,100,100,1
1889073,98.31,100,1
1889954,100,98.97,1
1894422,100,99.53,1
1894954,100,98.5,1
1900800,100,100,1
1906336,100,100,1
1907296,100,100,1
1916137,100,100,1
1920120,100,100,1
1924959,100,100,1
1935695,100,100,1
1936525,100,100,1
1939763,100,100,1
1944107,100,99.52,1
1950767,100,100,1
1952160,100,100,1
1956523,100,100,1
1960284,100,100,1
1963957,100,100,1
1965691,99.11,100,1
1971725,100,100,1
1975172,100,99.57,1
1980822,100,99.46,1
1989054,100,100,1
1989057,100,100,1
1993808,100,100,1
2010614,100,100,1
2017291,100,100,1
2019236,100,100,1
2022868,100,100,1
2036600,100,100,1
2062922,100,99.45,1
2072190,100,99.58,1
2074570,12.07,16.92,1
2074754,100,100,1
2077218,100,100,1
2093715,100,100,1
2096186,100,99.51,1
2097144,100,100,1
2108141,100,100,1
2108890,100,100,1
2110365,100,100,1
2120796,100,100,1
2122625,100,100,1
2122976,100,100,1
2128372,100,100,1
2128870,100,99.41,1
2129281,100,99.51,1
2130529,100,100,1
2135870,100,100,1
2142618,100,100,1
2143328,100,99.57,1
2145878,100,100,1
2147022,100,99.19,1
2151678,100,100,1
2154724,100,100,1
2156868,100,100,1
2158109,100,100,1
2160998,100,99.54,1
2176008,100,100,1
2177073,100,100,1
2195905,100,100,1
2197606,97.83,99.6,1
2199052,100,100,1
2199416,100,100,1
2209465,100,100,1
2211826,100,100,1
2216443,100,99.53,1
2218012,100,100,1
2220512,100,100,1
2222308,100,100,1
2223293,99.03,100,1
2229801,100,100,1
2230352,100,99.64,1
2231486,100,99.57,1
2241742,100,100,1
2243034,100,100,1
2243819,100,99.17,1
2246960,100,100,1
2247677,100,100,1
2264782,100,98.31,1
2265059,100,98.96,1
2269780,100,100,1
2272082,100,100,1
2282376,100,100,1
2282377,100,100,1
2285251,100,100,1
2287121,100,100,1
2296042,100,100,1
2300237,100,100,1
2300546,100,100,1
2300552,100,100,1
2300555,100,99.39,1
2301089,100,100,1
2311099,98.67,99.29,1
2328543,100,100,1
2329533,100,99.03,1
2331620,100,100,1
2331789,100,100,1
2332638,100,99.54,1
2334007,98,100,1
2335075,100,100,1
2335494,100,100,1
2338866,100,100,1
2338912,100,99.49,1
2338990,100,99.48,1
2338994,100,99.48,1
2339255,100,100,1
2339719,100,100,1
2339726,100,100,1
2340621,98.53,100,1
2341030,100,100,1
2341636,100,100,1
2345037,100,100,1
2348446,100,99.4,1
2350186,100,100,1
2361604,100,100,1
2362041,100,100,1
2362918,100,100,1
2369186,100,100,1
2369326,100,99.52,1
2376425,100,100,1
2379743,100,99.53,1
2386389,100,100,1
2386830,100,100,1
2388641,100,100,1
2390299,100,100,1
2409736,98.8,100,1
2410328,100,99.15,1
2413246,100,100,1
2415656,100,100,1
2419142,100,100,1
2421816,100,100,1
2425471,100,100,1
2437259,100,100,1
2440926,100,99.62,1
2447539,100,100,1
2448458,100,100,1
2449295,100,100,1
2462871,98.72,100,1
2466934,100,100,1
2470591,100,100,1
2472956,100,100,1
2486260,100,100,1
2495500,100,100,1
2499726,100,100,1
2501148,100,100,1
2509140,100,100,1
2509722,100,100,1
2511712,100,100,1
2516567,100,100,1
2518132,100,100,1
2526974,100,100,1
2528914,100,100,1
2529680,100,100,1
2531742,100,99.64,1
2531964,96.25,98.25,1
2562783,100,100,1
2563958,98.84,100,1
2566768,100,100,1
2573756,100,99.54,1
2577246,100,100,1
2578626,100,100,1
2581109,100,100,1
2586127,100,100,1
2589216,99,99.66,1
2598400,98.73,100,1
2605293,100,100,1
2608117,100,99.57,1
2608488,99.15,100,1
2612632,100,98.58,1
2625924,98.73,100,1
2626108,93.33,96.63,1
2626189,100,100,1
2626191,100,100,1
2630158,17.78,19.14,1
2630161,17.02,19.32,1
2630188,11.9,15.84,1
2630206,10.98,15.9,1
2630211,11.69,14.72,1
2630215,8.97,13.23,1
2631556,33.33,41.64,1
2631565,36.42,42.67,1
2631574,38.67,43.71,1
2631583,38.61,44.51,1
2631599,40.65,44.62,1
2631620,38.99,40.87,1
2631641,100,100,1
2631977,19.05,13.1,1
2641840,100,100,1
2642383,100,100,1
2660319,100,100,1
2680658,100,100,1
2691713,100,100,1
2695378,98.8,99.54,1
2697472,100,99.21,1
2709795,100,100,1
2712913,100,100,1
