Position,Freq_D,Freq_R,SNPs
3192,100,100,1
3452,100,100,1
6446,100,100,1
7508,98.15,100,1
9566,100,100,1
10321,100,98.39,1
13579,98.55,100,1
16720,100,100,1
25386,100,100,1
26783,100,100,1
27947,100,100,1
31057,100,100,1
31807,100,100,1
32776,100,99.09,1
39786,100,100,1
40177,100,100,1
46297,100,100,1
47877,98.41,100,1
50059,98.7,99.07,1
51892,100,100,1
58875,97.56,97.75,1
60059,100,100,1
60300,100,100,1
71203,100,100,1
73148,100,100,1
75313,97.96,100,1
77327,97.56,100,1
86587,100,100,1
87499,98.28,100,1
87973,100,100,1
89474,100,100,1
95867,100,100,1
106903,100,100,1
113059,100,100,1
123717,100,100,1
128048,100,100,1
134555,100,100,1
137085,100,100,1
140875,100,100,1
141375,100,100,1
141516,100,100,1
146893,98,98.96,1
148187,100,99.13,1
148635,100,100,1
155478,98.46,99.17,1
163148,100,100,1
164936,100,100,1
170907,100,100,1
190793,100,100,1
199734,100,100,1
200430,100,100,1
202229,100,100,1
204315,100,100,1
208299,100,99.32,1
210441,100,100,1
215160,100,99.15,1
224414,100,98.98,1
227468,100,100,1
229448,100,100,1
230197,98.11,100,1
233377,100,100,1
240032,100,100,1
248946,100,100,1
251176,100,100,1
253046,100,99.16,1
256001,98.33,100,1
256182,100,100,1
258470,100,100,1
258561,100,100,1
258902,100,100,1
259449,100,100,1
265401,100,100,1
267747,100,100,1
272496,100,100,1
274584,100,100,1
277865,100,100,1
281405,100,99.16,1
285653,100,100,1
289435,100,100,1
291830,100,98.91,1
292625,100,100,1
295190,100,100,1
295645,100,100,1
303039,100,100,1
306201,100,100,1
331239,100,100,1
331309,100,100,1
344258,98.21,100,1
345317,100,100,1
347410,100,100,1
352646,100,100,1
357538,100,100,1
376237,100,100,1
377792,100,99.44,1
378225,100,100,1
379687,100,100,1
385344,100,100,1
405788,100,100,1
406251,97.78,100,1
408006,100,100,1
408935,100,100,1
409079,100,100,1
414876,100,100,1
419356,100,99.2,1
436134,100,100,1
441062,100,100,1
442468,100,100,1
443471,100,100,1
445696,100,100,1
454418,100,100,1
456731,100,99.09,1
458116,100,100,1
464480,100,100,1
464958,100,100,1
466175,100,100,1
477988,100,100,1
479350,100,100,1
480239,100,100,1
482106,100,100,1
485341,100,100,1
487463,97.83,97.33,1
489000,100,100,1
489024,100,100,1
494685,100,100,1
495322,100,100,1
500223,100,100,1
501517,100,100,1
512659,96.77,97.89,1
519872,100,100,1
523414,100,97.5,1
525205,100,100,1
525540,100,100,1
526777,96.77,100,1
534205,100,100,1
