Position,Freq_D,Freq_R,SNPs
371,100,100,1
1977,100,100,1
2532,100,100,1
7585,100,100,1
9143,100,100,1
9304,100,100,1
9988,100,100,1
13460,100,100,1
14401,100,100,1
15117,100,100,1
23174,100,100,1
24911,100,100,1
27469,100,100,1
28640,98.51,100,1
36538,100,99.52,1
37031,100,100,1
39758,100,100,1
42281,100,100,1
43945,100,100,1
48450,100,100,1
50557,97.37,100,1
51949,100,100,1
54394,100,100,1
70267,100,100,1
80541,100,100,1
80616,100,100,1
81649,100,100,1
89200,100,100,1
92199,100,100,1
97696,100,100,1
99653,100,100,1
100607,96.77,100,1
103600,100,100,1
117880,100,100,1
123520,100,99.56,1
126803,100,100,1
139756,100,100,1
143207,100,100,1
143262,100,100,1
151169,100,100,1
194681,100,100,1
195360,100,100,1
196642,100,99.38,1
198053,100,100,1
199470,100,99.58,1
206481,95,92.31,1
206484,97.3,92,1
208322,98.68,99.29,1
208482,100,100,1
212244,100,100,1
217201,100,99.51,1
223752,100,99.39,1
225668,100,100,1
231114,100,100,1
232361,100,100,1
233358,100,100,1
233364,100,99.53,1
235865,100,99.39,1
243598,100,100,1
249522,100,99.61,1
251575,100,100,1
251669,100,100,1
260282,100,100,1
260527,100,100,1
283465,100,100,1
283614,100,100,1
284047,100,100,1
285871,100,100,1
291985,100,100,1
304923,100,100,1
305817,100,100,1
309765,100,100,1
317300,100,100,1
320180,100,99.51,1
325505,100,100,1
331588,100,98.25,1
332142,100,100,1
342146,100,99.56,1
343281,100,100,1
356268,100,100,1
365513,100,100,1
376774,100,100,1
381030,100,100,1
391853,100,100,1
392261,100,100,1
397910,100,100,1
404326,100,99.38,1
412280,100,100,1
422745,100,97.78,1
438271,100,100,1
442899,100,100,1
444309,100,99.54,1
444823,100,100,1
445780,100,100,1
447442,100,100,1
454253,100,100,1
455325,100,100,1
455329,100,99.56,1
457452,100,100,1
468357,100,100,1
471217,100,100,1
483935,100,100,1
489935,100,100,1
491742,100,100,1
492150,100,100,1
498531,100,99.52,1
498557,100,100,1
505454,100,100,1
505974,100,100,1
514657,100,100,1
517358,100,99.58,1
517411,100,100,1
519185,100,100,1
522081,100,100,1
524891,100,100,1
527316,100,100,1
528354,100,100,1
534427,98.84,100,1
546357,100,100,1
551525,100,100,1
555991,100,99.46,1
559939,100,100,1
565404,100,100,1
565655,100,100,1
573384,100,100,1
580772,100,100,1
584171,100,100,1
584511,95,100,1
