Position,Freq_D,Freq_R,SNPs
1977,100,100,1
2532,100,100,1
7585,100,100,1
8260,100,98.41,1
9143,100,100,1
9304,98.89,100,1
13460,100,100,1
14401,100,100,1
15117,100,100,1
23174,100,100,1
27416,100,100,1
27469,100,100,1
28640,100,100,1
36538,100,100,1
37031,100,100,1
39758,100,100,1
42281,100,100,1
43945,100,100,1
50557,100,100,1
51949,100,100,1
54394,100,100,1
70267,100,100,1
80616,100,100,1
81649,98.67,100,1
89200,100,100,1
92199,100,100,1
97696,100,100,1
99207,100,100,1
103600,100,100,1
113983,100,100,1
120885,100,100,1
123520,100,100,1
126803,100,100,1
139756,100,100,1
143207,100,100,1
151656,100,100,1
162069,100,100,1
194681,100,100,1
195360,100,100,1
196642,98.55,100,1
199470,100,100,1
202887,100,100,1
206481,97.37,90.91,1
206484,97.56,95.45,1
208322,100,97.83,1
210069,100,100,1
212244,100,100,1
217201,100,100,1
223752,100,100,1
225668,100,100,1
231114,100,98.8,1
232361,100,100,1
233358,100,100,1
233364,100,100,1
243598,98.41,100,1
249522,100,100,1
251575,100,100,1
251669,100,100,1
253170,100,100,1
260282,100,100,1
280694,100,97.22,1
283614,100,100,1
285871,100,100,1
304923,100,100,1
307739,100,100,1
309765,100,100,1
320180,100,100,1
325505,100,100,1
331588,100,100,1
342146,100,100,1
343281,100,100,1
354509,100,100,1
376774,100,100,1
381030,100,100,1
391853,100,100,1
392261,100,100,1
404326,100,100,1
404860,100,100,1
412280,100,100,1
422745,98.18,100,1
438271,100,100,1
445780,100,100,1
447442,100,100,1
451994,100,100,1
455325,100,100,1
455329,100,100,1
457452,100,100,1
459037,100,100,1
460539,100,100,1
468357,100,100,1
483935,100,100,1
489935,100,97.87,1
491742,100,100,1
492150,98.18,100,1
498531,100,100,1
498557,100,100,1
505974,100,100,1
514657,98.28,100,1
517358,100,100,1
517411,100,97.78,1
519185,100,100,1
522081,100,100,1
524891,100,96.49,1
527316,100,100,1
528354,100,100,1
534427,100,100,1
546357,100,100,1
551525,100,100,1
555991,100,100,1
565404,100,100,1
565655,100,100,1
573384,100,100,1
580772,100,100,1
584171,100,100,1
590763,100,100,1
