Position,Freq_D,Freq_R,SNPs
2532,100,100,1
6932,100,100,1
8040,100,100,1
9143,100,100,1
13460,100,98.89,1
14251,98,100,1
14401,100,100,1
15117,100,99.15,1
17608,100,98.48,1
23174,100,100,1
24617,100,100,1
27469,100,98.68,1
30754,98.18,100,1
32493,100,100,1
33457,100,100,1
33551,100,100,1
36538,100,100,1
37763,100,100,1
39758,100,100,1
42281,100,100,1
43945,100,100,1
50557,93.88,100,1
51949,100,100,1
54394,100,100,1
63771,100,98.9,1
70267,100,100,1
74059,100,100,1
75233,100,98.51,1
87077,98,100,1
89200,100,100,1
94188,97.3,100,1
97696,100,100,1
103600,100,100,1
123520,100,100,1
126803,97.87,100,1
130797,100,100,1
133862,100,100,1
139756,100,100,1
143207,100,100,1
157292,100,97.59,1
160214,100,100,1
162581,98.25,100,1
195360,100,100,1
197898,100,100,1
199470,100,100,1
202774,100,100,1
203269,100,100,1
206481,100,100,1
206484,100,100,1
207226,100,100,1
208322,100,100,1
211192,100,100,1
212353,100,100,1
216982,100,100,1
217201,100,100,1
223752,100,97.96,1
225668,100,100,1
233358,100,100,1
233364,100,100,1
243598,100,100,1
248539,100,100,1
249522,100,100,1
251575,100,100,1
251669,100,100,1
260282,100,100,1
274683,98.04,100,1
283918,100,100,1
290055,100,100,1
292261,98.67,98.84,1
304696,100,100,1
304923,100,100,1
309765,100,100,1
316129,100,100,1
319775,100,0,2
320180,100,100,1
325505,100,100,1
331588,100,100,1
331759,100,97.3,1
342146,100,100,1
343281,100,100,1
366088,100,100,1
381030,100,98.7,1
387353,100,100,1
391853,100,100,1
392261,100,100,1
403364,100,100,1
403920,100,100,1
408723,100,100,1
412280,100,100,1
417208,100,100,1
422745,100,98.21,1
435553,100,100,1
438271,100,100,1
444351,100,100,1
445780,100,100,1
447442,100,100,1
455325,100,100,1
455329,100,100,1
468357,100,100,1
479632,100,100,1
480882,100,100,1
483935,100,100,1
491742,100,100,1
492150,100,100,1
498531,100,97.47,1
505974,100,100,1
514657,100,100,1
517358,100,100,1
517411,100,98.36,1
519185,100,100,1
522081,100,100,1
524891,100,100,1
527316,100,100,1
528354,100,98.9,1
534427,100,100,1
534691,98,98.78,1
535695,100,97.14,1
546357,98.48,100,1
555931,100,100,1
555991,100,98.75,1
558501,100,98.55,1
563420,100,100,1
565404,100,100,1
565655,100,100,1
573384,100,100,1
580772,100,100,1
584171,98.61,100,1
584511,100,100,1
589536,100,100,1
590763,100,100,1
599868,100,100,1
620870,100,100,1
629502,98.61,100,1
637922,100,100,1
648856,100,100,1
655986,100,100,1
657578,100,100,1
659341,96.15,98.11,1
662911,100,100,1
664249,100,100,1
669231,97.87,100,1
670545,100,100,1
684290,97.56,100,1
688789,100,100,1
690248,100,100,1
690450,100,96.77,1
700776,98.88,100,1
705602,100,100,1
709226,100,100,1
712693,97.78,97.37,1
713310,100,100,1
715266,100,100,1
717588,100,100,1
726703,100,100,1
736710,100,100,1
752343,100,100,1
752802,100,100,1
757182,100,100,1
761786,100,100,1
763031,100,100,1
764995,98.77,100,1
767414,100,100,1
769663,100,100,1
773809,97.92,100,1
776100,100,100,1
796509,100,100,1
812808,100,100,1
815236,98.46,100,1
815851,98.11,100,1
820752,98.44,100,1
821907,100,98.18,1
832201,100,100,1
832246,100,100,1
871271,100,100,1
885542,100,100,1
894888,100,100,1
895260,100,98.7,1
911261,100,100,1
913274,100,97.22,1
916046,100,100,1
917366,95.16,100,1
919393,100,100,1
931123,100,100,1
932280,100,100,1
933699,100,100,1
934230,100,100,1
934611,100,100,1
937723,98.7,100,1
938246,98.36,100,1
941845,97.96,100,1
942479,100,98.11,1
