Position,Freq_D,Freq_R,SNPs
1977,67.02,0,2
2532,100,100,1
7585,60.61,0,2
9143,100,99.44,1
9304,67.52,0,2
9841,22.99,99.19,1
13460,100,100,1
14401,98.99,100,1
15117,100,100,1
15517,32.28,100,1
16807,73.79,0,2
22267,70.67,0,2
23174,100,100,1
26229,68.91,0,2
27469,100,100,1
28640,67.71,0,2
34859,65.47,0,2
36313,64.95,0,2
36538,99.31,100,1
37031,64,0,2
39269,72.13,0,2
39758,100,100,1
40237,33.33,100,1
41079,33.33,100,1
42281,100,100,1
43722,28.12,100,1
43945,100,100,1
45274,26.61,99.36,1
46531,32.73,100,1
47782,69.42,0,2
48767,27.97,100,1
50330,25.93,98.8,1
50557,66.67,0,2
51949,64.75,0,2
54058,71.72,0,2
54394,73.19,0,2
57990,61.6,0,2
61981,68.27,0,2
62985,36.21,100,1
65394,30.84,99.34,1
70267,100,99.41,1
76530,34.07,99.24,1
80616,67.82,0,2
81990,27.12,100,1
84832,31.87,99.11,1
89200,100,100,1
89986,32.26,99.34,1
92199,64.47,0,2
97696,98.94,100,1
98376,31.43,100,1
101092,29.76,100,1
103181,28.44,100,1
103600,100,97.92,1
108103,38.3,100,1
122483,69.47,0,2
123520,100,99.47,1
126803,100,100,1
130530,26.83,100,1
139756,100,99.47,1
143207,100,100,1
154882,35.9,100,1
161179,32.05,100,1
161514,29.13,100,1
166584,69.57,0,2
187363,35.19,100,1
194681,55.88,0,2
195360,100,100,1
196642,73.47,0,2
199470,100,100,1
202675,35.09,100,1
204630,20.49,100,1
206481,95.92,97.53,1
206484,93.75,98.72,1
208322,100,100,1
212244,69.7,0,2
217201,100,100,1
217306,24.72,100,1
223752,100,98.29,1
225344,27.91,100,1
225429,70.79,0,2
225668,100,100,1
231114,71.3,0,2
233358,100,100,1
233364,100,100,1
236659,28.36,100,1
237164,60.75,0,2
243598,100,100,1
249522,100,100,1
251575,100,100,1
251669,100,99.21,1
260282,100,99.35,1
272001,68,0,2
277877,64.04,0,2
283614,69.05,0,2
285871,71.88,0,2
295644,30.43,100,1
296141,67.83,0,2
304923,63.46,0,2
306639,30.38,97.58,1
309765,100,98.68,1
312051,24.72,100,1
314338,32.8,100,1
317540,26.39,100,1
320180,100,100,1
325505,100,99.38,1
325647,25,100,1
328464,32.94,100,1
328632,26.47,100,1
331588,100,100,1
332869,42.25,100,1
342146,100,100,1
343281,100,99.11,1
348524,27.59,100,1
355803,35.62,98.98,1
376774,75.7,0,2
378407,24.35,100,1
381030,99.28,100,1
382689,74.26,0,2
383538,65.88,0,2
389539,32.65,99.43,1
391853,74.31,0,2
392261,100,100,1
393952,29.73,100,1
396811,70.79,0,2
397894,30.16,100,1
404326,71.88,0,2
407877,32.79,100,1
412280,100,100,1
416790,24.24,100,1
422745,100,99.1,1
422879,34.85,100,1
423722,34.78,98.97,1
438271,100,99.21,1
441589,35.16,100,1
445780,100,100,1
447411,31.78,100,1
447442,100,100,1
449395,36.7,100,1
455325,100,99.39,1
455329,100,100,1
457452,66.23,0,2
468357,100,100,1
472383,61.74,0,2
481374,64.89,0,2
483935,64.52,0,2
489935,69.53,0,2
491742,100,100,1
492150,100,100,1
497682,32.35,100,1
498531,100,100,1
498557,75.64,0,2
503213,30.43,100,1
503875,28.26,100,1
504504,29.69,100,1
505974,100,99.02,1
510675,29.69,100,1
514657,98.61,100,1
516331,28.95,100,1
517358,100,100,1
517411,100,100,1
518482,28.77,100,1
519185,100,100,1
522081,100,100,1
523921,30,100,1
524891,72.73,0,2
527316,100,100,1
528354,100,100,1
534427,100,100,1
541262,35.24,99.26,1
546357,100,100,1
551525,63.79,0,2
553613,23.44,100,1
555991,100,100,1
559919,68.81,0,2
565404,100,100,1
565655,69.05,0,2
573384,100,100,1
580772,100,98.7,1
580877,27.17,100,1
584171,100,100,1
584511,100,100,1
585891,28.57,99.36,1
588943,68.67,0,2
590763,100,100,1
591505,33.33,99.29,1
597816,68.25,0,2
599868,100,100,1
609254,28.83,100,1
625536,36.26,99.07,1
630722,77.59,0,2
637319,67.62,0,2
648856,100,99.33,1
655986,100,100,1
657578,100,99.35,1
659341,100,100,1
661913,71.19,0,2
662911,100,100,1
