Position,Freq_D,Freq_R,SNPs
195,100,98.81,1
1977,100,100,1
2532,100,100,1
7585,100,100,1
9143,98.73,100,1
9304,100,100,1
13460,100,100,1
13630,100,100,1
14401,100,98.15,1
15117,100,99.26,1
23174,100,100,1
23986,100,100,1
24735,100,100,1
27469,100,100,1
28640,100,100,1
34859,100,100,1
36538,100,100,1
37031,98.48,100,1
39758,100,100,1
42281,100,100,1
43945,100,100,1
50557,100,100,1
51949,100,100,1
54394,100,100,1
70267,100,100,1
79463,100,100,1
80616,100,100,1
89200,100,100,1
91728,100,100,1
92199,100,100,1
97696,100,100,1
103600,100,100,1
122483,100,100,1
123520,100,100,1
126803,100,100,1
134984,100,100,1
139756,100,100,1
143207,100,100,1
151951,98.39,100,1
155054,100,100,1
194681,100,100,1
195102,100,100,1
195360,100,100,1
196642,100,100,1
199470,100,100,1
206481,97.3,96.23,1
206484,97.14,98.11,1
208322,100,100,1
212244,98.73,100,1
217201,100,100,1
223752,98.11,100,1
225668,100,98.95,1
231114,100,100,1
233358,100,100,1
233364,100,100,1
234123,100,100,1
243598,100,100,1
249522,100,100,1
251575,100,100,1
251669,100,100,1
251794,52.17,0,2
253136,0,98.86,2
260282,100,100,1
270928,100,100,1
283346,98.28,100,1
283614,100,100,1
285871,100,100,1
296141,100,100,1
302746,100,100,1
304923,100,100,1
309765,100,100,1
320180,100,99.12,1
325505,100,100,1
331588,100,100,1
342146,100,100,1
343281,100,100,1
376774,100,100,1
381030,100,100,1
391438,100,100,1
391853,100,100,1
392261,100,100,1
404326,100,100,1
412280,100,100,1
422745,100,100,1
438271,100,100,1
445780,100,100,1
447442,100,100,1
455325,100,100,1
455329,100,100,1
457452,100,100,1
468357,100,100,1
478760,100,99.18,1
483935,100,100,1
485363,100,100,1
489935,98.36,100,1
491742,100,100,1
492150,100,100,1
498531,100,100,1
498557,100,100,1
505974,100,100,1
514657,100,100,1
517358,100,100,1
517411,100,100,1
519185,100,100,1
522081,100,100,1
524891,100,100,1
527316,98.73,100,1
528354,100,100,1
534427,100,98.96,1
546357,100,100,1
551525,100,98.92,1
555991,100,99.09,1
565404,100,100,1
565655,100,100,1
573384,100,100,1
580772,91.3,100,1
584171,100,100,1
584511,100,100,1
588249,100,100,1
590763,100,100,1
591452,100,100,1
597816,100,100,1
599868,100,100,1
610263,100,100,1
613768,100,100,1
630722,98.44,100,1
637319,98.18,100,1
648856,100,100,1
655986,100,100,1
657578,100,100,1
659341,100,100,1
662911,100,100,1
665293,100,100,1
670545,100,100,1
680709,100,100,1
684290,100,100,1
685608,98.68,100,1
690248,100,100,1
690279,100,100,1
690450,100,100,1
700776,100,100,1
705602,100,100,1
707973,100,100,1
712693,100,100,1
713310,100,100,1
715266,100,100,1
717588,100,100,1
719288,100,100,1
747076,100,100,1
749643,100,100,1
757182,100,100,1
763031,100,100,1
767414,100,100,1
776100,100,100,1
780219,98.72,100,1
806654,100,99.32,1
815236,100,100,1
815851,100,100,1
820483,100,100,1
820752,100,100,1
821907,100,100,1
828405,100,100,1
832201,100,100,1
832246,100,100,1
841764,100,100,1
855311,100,100,1
871271,100,100,1
880562,100,100,1
882257,100,100,1
894888,100,100,1
900221,100,100,1
903550,100,100,1
911261,100,100,1
913274,100,100,1
916046,100,100,1
931123,98.46,100,1
932280,100,100,1
933699,100,99.17,1
934230,100,100,1
934611,100,100,1
938246,100,100,1
941845,100,100,1
945214,100,100,1
948294,100,100,1
949535,100,100,1
951142,97.62,100,1
957117,100,100,1
960367,100,100,1
996982,100,100,1
1014815,100,100,1
1024346,100,100,1
1037012,100,100,1
1040706,100,100,1
1047165,100,100,1
1054371,100,100,1
1054784,100,100,1
1063765,100,100,1
1068432,98.63,100,1
1070702,100,100,1
1075279,100,100,1
1080192,100,100,1
1082445,100,100,1
1087193,100,100,1
1097023,100,100,1
1098523,100,100,1
1104690,100,100,1
1105284,100,100,1
1106422,100,100,1
1107940,100,100,1
1109163,100,100,1
1110956,100,100,1
1113290,100,100,1
1123597,100,100,1
1130526,98.11,100,1
1131300,100,100,1
1134793,100,99.06,1
1143832,100,100,1
1144585,100,100,1
1145745,100,100,1
1148259,100,100,1
1149551,100,100,1
1150896,100,100,1
1153841,98.73,100,1
1160582,100,100,1
1178116,100,100,1
1192965,98.78,100,1
1200418,100,100,1
1203824,100,100,1
1211369,100,100,1
1220570,100,100,1
1227217,100,100,1
1228620,100,100,1
1230778,100,100,1
1235446,100,100,1
1248051,100,100,1
1248382,100,100,1
1248936,100,100,1
1248978,100,100,1
1250340,100,99.03,1
1250357,100,100,1
1251199,100,100,1
1254562,100,100,1
1273071,100,98.78,1
1281771,100,100,1
1287112,100,100,1
1292102,100,100,1
1306259,100,100,1
1307598,100,100,1
1310316,100,100,1
1327890,100,100,1
1341040,100,100,1
1341044,98.78,100,1
1351172,100,100,1
1358940,100,100,1
1360209,100,100,1
1362006,100,100,1
1367484,100,100,1
1368947,100,100,1
1372238,100,100,1
1389842,100,100,1
1390763,100,100,1
1393626,98.65,100,1
1395010,100,100,1
1397201,100,100,1
1397611,100,100,1
1398867,100,100,1
1400396,100,100,1
1402932,100,100,1
1410062,100,100,1
1413148,100,100,1
1417554,100,100,1
1424699,100,100,1
1445781,100,100,1
1458144,100,100,1
1461309,98.11,100,1
1474001,100,100,1
1479085,100,100,1
1480945,38.24,46.94,1
1480948,38.61,46.9,1
1490905,100,100,1
1490911,100,100,1
1492194,100,100,1
1496964,100,100,1
1505194,100,100,1
1505973,100,100,1
1523175,100,100,1
1523791,100,100,1
1526819,100,100,1
1540141,100,100,1
1544255,100,100,1
1546703,100,100,1
1546809,100,100,1
1548087,100,99,1
1559562,100,100,1
1563717,100,100,1
1563718,100,100,1
