Position,Freq_D,Freq_R,SNPs
2532,100,100,1
9143,100,100,1
11370,100,100,1
12020,98.77,100,1
12361,100,100,1
13460,100,99.3,1
14401,100,100,1
15117,100,100,1
23174,98.72,100,1
24716,36.36,44.68,1
27469,100,100,1
30943,100,100,1
31077,100,100,1
36538,98.65,100,1
39758,100,100,1
42281,100,100,1
43945,100,100,1
51954,100,100,1
57393,100,100,1
62657,100,99.3,1
63868,100,100,1
65751,100,100,1
69834,100,100,1
69871,100,100,1
70095,100,100,1
70267,100,100,1
70924,100,99.34,1
76165,100,100,1
81963,100,100,1
83842,97.62,100,1
83982,98.86,100,1
89200,100,100,1
94344,100,100,1
97696,100,100,1
103600,100,100,1
107485,100,100,1
107794,98.77,100,1
123520,100,100,1
126803,100,100,1
130997,100,100,1
139756,100,100,1
143207,100,100,1
146737,100,99.27,1
164676,100,100,1
181542,100,100,1
187226,100,99.42,1
187420,100,100,1
195360,100,100,1
199470,100,100,1
200099,100,100,1
202197,100,100,1
206481,100,95.77,1
206484,100,97.18,1
208322,100,100,1
217201,100,99.44,1
220050,100,100,1
222486,100,100,1
223752,100,100,1
225668,100,100,1
233358,100,100,1
233364,98.77,99.28,1
243598,100,100,1
249522,100,99.36,1
251575,98.72,100,1
251669,100,100,1
260282,100,100,1
284623,100,100,1
309765,100,100,1
320180,100,100,1
325505,100,99.39,1
331588,100,98.82,1
342146,100,100,1
342340,100,100,1
343281,98.78,100,1
360190,100,100,1
381030,98.97,100,1
386013,100,100,1
386935,98.7,100,1
392261,100,100,1
397275,100,100,1
412280,100,100,1
422745,100,98.65,1
435190,100,100,1
438158,100,100,1
438271,100,100,1
443277,100,100,1
445780,100,100,1
446165,100,100,1
447442,100,100,1
454167,100,100,1
455325,100,100,1
455329,99.07,100,1
456281,98.9,100,1
468357,100,100,1
469613,100,100,1
487852,100,100,1
489073,100,100,1
491591,98.89,99.14,1
491742,100,99.32,1
492150,100,99.22,1
498531,100,100,1
505974,100,100,1
514657,100,100,1
517358,98.89,100,1
517411,100,100,1
519185,98.77,100,1
522081,100,100,1
525833,100,100,1
527316,100,99.44,1
528354,100,100,1
534427,100,100,1
546357,100,99.36,1
546914,100,99.21,1
555991,100,100,1
565404,100,100,1
569897,54.05,31.25,1
573384,100,100,1
575679,100,100,1
580772,96.88,97.01,1
584171,100,100,1
584511,100,100,1
590763,100,99.38,1
599868,98.44,100,1
608775,100,100,1
628895,100,100,1
629925,100,100,1
632455,100,100,1
637730,100,100,1
648856,100,100,1
648990,100,100,1
655986,100,100,1
657269,100,100,1
657578,100,100,1
659341,100,100,1
662911,100,100,1
670545,100,100,1
684290,100,100,1
686655,100,100,1
690248,100,96.94,1
690450,100,100,1
700776,100,100,1
705602,100,100,1
713310,100,100,1
715266,100,100,1
717588,100,100,1
757182,100,100,1
760115,100,100,1
761277,100,99.21,1
763031,100,99.35,1
765150,99,100,1
770816,100,100,1
776100,100,100,1
781276,100,100,1
788259,99,99.44,1
805663,100,100,1
815236,100,100,1
815851,100,100,1
820752,100,100,1
821907,100,100,1
822411,99.12,100,1
832201,100,100,1
832246,100,100,1
868163,100,100,1
871271,100,100,1
891756,100,100,1
894888,100,100,1
897209,100,98.56,1
902413,100,99.28,1
903633,100,100,1
909724,100,100,1
911261,100,100,1
913274,100,100,1
916046,100,100,1
917905,100,100,1
919574,100,100,1
923065,100,100,1
931123,98.89,99.45,1
932280,100,100,1
933699,100,100,1
934230,100,99.35,1
934611,98.75,100,1
938246,100,100,1
938708,100,100,1
940761,98.48,100,1
941845,100,100,1
948294,100,100,1
951142,100,99.29,1
953233,100,100,1
960367,100,100,1
981670,100,99.46,1
983485,100,100,1
985621,100,99.37,1
996982,100,100,1
1002273,99.04,100,1
1014815,100,100,1
1019632,100,100,1
1024346,100,100,1
1040706,100,100,1
1054784,100,100,1
1063297,100,100,1
1063765,100,100,1
1080192,100,100,1
1080528,100,100,1
1097023,100,100,1
1098523,100,100,1
1104690,100,100,1
1105284,100,100,1
1107940,100,100,1
1109163,100,99.21,1
1110956,100,100,1
1111826,98.72,99.19,1
1111925,100,100,1
1113290,100,100,1
1123597,100,100,1
1131300,98.97,100,1
1135251,100,100,1
1143832,100,100,1
1144585,100,100,1
1148255,100,100,1
1148259,100,99.48,1
1153676,100,100,1
1157076,100,99.22,1
1195133,100,99.25,1
1203824,100,100,1
1211369,100,100,1
1220570,100,100,1
1230778,100,100,1
1232037,100,100,1
1234262,100,100,1
1235446,100,100,1
1235540,100,100,1
1248382,100,100,1
1248936,100,100,1
1250340,100,99.49,1
1250357,100,100,1
1254562,100,99.47,1
1281771,100,100,1
1287112,100,100,1
1292464,100,100,1
1310316,100,100,1
1338172,100,99.42,1
1341023,100,100,1
1341029,100,100,1
1341040,100,100,1
1341044,100,100,1
1351172,100,100,1
1356135,100,100,1
1358940,98.91,100,1
1367484,100,99.24,1
1368860,100,100,1
1368947,100,100,1
1379695,100,100,1
1390763,100,100,1
1393694,98.46,100,1
1393994,100,100,1
1395010,100,100,1
1396311,100,99.11,1
1397201,100,100,1
1400396,100,99.35,1
1410062,100,100,1
1416222,8.65,18.18,1
1416232,7.69,17.94,1
1416234,8.82,18.02,1
1417554,100,100,1
1424699,100,100,1
1443428,46.32,0,2
1444202,100,100,1
1458144,100,100,1
1474402,100,100,1
1474752,100,100,1
1477588,99,100,1
1479085,100,100,1
1480945,44.97,46.04,1
1480948,45.64,46.19,1
1480972,53.5,50.49,1
1481185,100,100,1
1490905,100,100,1
1490911,100,100,1
1492194,98.82,99.38,1
1495326,100,100,1
1495703,100,100,1
1496964,100,100,1
1502314,100,100,1
1505194,100,100,1
1505973,98.92,100,1
1508603,98.81,100,1
1529952,100,100,1
1540141,100,100,1
1544255,100,100,1
1546703,100,100,1
1548087,100,100,1
1559562,100,100,1
1574206,100,99.42,1
1584379,100,100,1
1585283,98.85,100,1
1585404,100,100,1
1589383,97.33,100,1
1600685,100,100,1
1608276,100,100,1
1611283,100,99.45,1
1612621,18.29,24.83,1
1612648,20.93,27.27,1
1622964,100,100,1
1639418,100,100,1
1639643,100,100,1
1640442,100,100,1
1648620,99.06,98.86,1
1659994,100,98.82,1
1669358,100,100,1
1688300,100,100,1
1688649,100,99.21,1
1694547,100,100,1
1695364,98.86,100,1
1695674,100,100,1
1699849,100,100,1
1705200,100,100,1
1706602,100,100,1
1706746,100,100,1
1708846,100,100,1
1712824,98.36,100,1
1715942,98.61,100,1
1716472,100,100,1
1717764,100,100,1
1719391,100,100,1
1722702,100,100,1
1726816,100,100,1
1728622,100,99.21,1
1729867,100,100,1
1741624,100,100,1
1759904,100,100,1
1760923,100,100,1
1761171,99.07,98.91,1
1761789,100,100,1
1778789,100,100,1
1797577,98.89,100,1
1810237,100,99.17,1
1826054,100,100,1
1828599,100,100,1
1830712,100,100,1
1839260,100,100,1
1839759,100,100,1
1849609,100,100,1
1859559,100,100,1
1861804,100,99.2,1
1865976,100,100,1
1872959,100,100,1
1875207,100,100,1
1888128,100,100,1
1889073,100,100,1
1900800,100,99.44,1
1906336,100,100,1
1913811,100,100,1
1917795,100,99.3,1
1920120,100,100,1
1924959,100,100,1
1930028,100,100,1
1931219,100,100,1
1935695,100,100,1
1936525,100,100,1
1939763,100,100,1
1952160,100,100,1
1956523,100,100,1
1963957,100,100,1
1971725,100,100,1
1994342,100,100,1
2006556,100,100,1
2007502,100,100,1
2010614,100,100,1
2010991,100,100,1
2017291,100,100,1
2019236,100,100,1
2020144,100,100,1
2053987,99.18,100,1
2062922,100,100,1
2066633,100,100,1
2072190,100,100,1
2074514,100,100,1
2074695,100,100,1
2077218,100,99.51,1
2085222,100,100,1
2093715,100,100,1
2097144,100,100,1
2108890,100,100,1
2110365,100,100,1
2120796,100,100,1
2122395,100,100,1
2122625,100,100,1
2122976,100,100,1
2128372,100,100,1
2129281,100,100,1
2130529,100,99.11,1
2133475,29.49,21.43,1
2145878,96.97,100,1
2151678,100,100,1
2154724,100,100,1
2155295,0,41.04,2
2156868,100,100,1
2158109,100,100,1
2177073,100,99.53,1
2187376,100,98.85,1
2199052,100,100,1
2199416,100,100,1
2202833,100,100,1
2206416,100,100,1
2209465,100,100,1
2218012,100,100,1
2219329,100,100,1
2219342,100,100,1
2222308,100,100,1
2225456,100,98.41,1
2229801,100,100,1
2231486,100,99.43,1
2238613,100,100,1
2241742,100,100,1
2243034,100,100,1
2244770,100,100,1
2246960,100,100,1
2248179,100,99.36,1
2253453,100,100,1
2263760,100,100,1
2266487,35.95,34.81,1
2266508,35,33.21,1
2266517,34.06,33.95,1
2266550,36.99,38.72,1
2266553,36.11,40.39,1
2266583,37.67,40.87,1
2266598,39.13,41.83,1
2266604,36.92,38.68,1
2266624,34.53,38.11,1
2282376,99,99.37,1
2282377,100,100,1
2295917,100,98.31,1
2296181,100,100,1
2301089,100,100,1
2304068,100,100,1
2307701,100,100,1
2316602,100,100,1
2325009,100,100,1
2328543,98.63,100,1
2331620,100,100,1
2331789,100,100,1
2338866,100,100,1
2338912,100,100,1
2339255,100,100,1
2341030,100,100,1
2350186,98.15,100,1
2369186,98.15,100,1
2372550,25,20.95,1
2376425,100,100,1
2379743,100,100,1
2388641,100,100,1
2390299,100,99.42,1
2394284,100,100,1
2397827,100,100,1
2400903,100,100,1
2401825,30.23,40.74,1
2403375,100,100,1
2406186,100,100,1
2413246,98.41,100,1
2416156,100,99.16,1
2419142,100,100,1
2421816,100,100,1
2425471,100,99.48,1
2437259,100,100,1
2447539,100,100,1
2448458,98.61,100,1
2449295,100,100,1
2468098,100,100,1
2470591,100,98.47,1
2472956,100,100,1
2473699,98.88,100,1
2495500,98.94,99.24,1
2501148,100,100,1
2511712,100,98.44,1
2515113,100,100,1
2518076,100,100,1
2518132,100,100,1
2527757,0,24.03,2
2562783,100,100,1
2563958,100,100,1
2566768,100,100,1
2568273,100,99.41,1
2574022,98.53,100,1
2577246,100,99.28,1
2578975,98.53,100,1
2581109,100,100,1
2605293,100,100,1
2608488,100,100,1
2610702,100,100,1
2625924,100,100,1
2626108,100,100,1
2626189,100,100,1
2626191,100,100,1
2630158,17.98,15.53,1
2630161,17.98,15.92,1
2631556,28.85,26.2,1
2631565,31.86,26.92,1
2631574,31.53,31.17,1
2631583,32.77,32.3,1
2631599,33.33,34.65,1
2631620,31.36,32.68,1
2631641,100,99.39,1
2631977,15.05,16.3,1
2641840,100,100,1
2671061,100,100,1
2680155,100,100,1
2689715,100,100,1
2691713,100,100,1
2700239,100,100,1
2704886,15.79,14.45,1
2709795,100,100,1
2712913,100,100,1
2721892,100,100,1
2723506,100,100,1
2724782,100,100,1
2726112,0,19.88,2
2726139,0,13.69,2
2739174,100,100,1
2740693,100,100,1
2740970,100,100,1
2759390,100,100,1
2760241,100,100,1
2764939,100,100,1
2775592,98.99,100,1
2788298,100,98.84,1
2788745,100,98.68,1
2788963,100,100,1
2790458,100,100,1
2791098,100,100,1
2791475,98.85,100,1
2794585,100,100,1
2807486,100,100,1
2808506,100,100,1
2819009,100,100,1
2821152,100,100,1
2825466,100,100,1
2841022,100,100,1
2847281,100,100,1
2858669,98.75,100,1
2866551,6.14,12.12,1
2866569,7.2,17.1,1
2866578,9.23,18.56,1
2866580,10.37,18.46,1
2866607,13.93,19.79,1
2866647,11.72,17.65,1
2866671,10.48,15.73,1
2866677,10.74,15.38,1
2866863,28.97,32.37,1
