Position,Freq_D,Freq_R,SNPs
2532,100,100,1
9143,100,98.31,1
9485,100,99.17,1
13460,100,100,1
14251,98.88,100,1
14401,100,100,1
15117,100,100,1
17608,100,100,1
20289,100,98.86,1
23174,99.05,100,1
27469,100,100,1
27653,99.25,100,1
33457,100,100,1
33551,100,100,1
35097,99.2,100,1
36538,100,100,1
39758,100,100,1
40162,100,99.05,1
42281,98.41,100,1
43945,100,100,1
50557,98.55,100,1
51949,100,100,1
54394,100,99.16,1
63771,100,100,1
70267,100,100,1
74059,100,100,1
77810,100,100,1
89200,100,100,1
97696,100,100,1
101727,100,100,1
103600,100,100,1
123520,99.12,100,1
126803,100,100,1
133862,100,100,1
139756,100,100,1
143207,100,98.63,1
157292,100,100,1
161912,100,100,1
162581,100,100,1
176303,100,100,1
186627,99.02,100,1
195360,100,100,1
199470,100,100,1
203269,100,100,1
206481,97.01,98.08,1
206484,98.48,98.11,1
207226,99.1,100,1
208322,100,100,1
212029,100,100,1
212208,100,100,1
212353,100,100,1
217201,100,100,1
223752,100,100,1
225668,100,100,1
233358,100,100,1
233364,100,100,1
234051,100,100,1
236632,100,100,1
243598,98.96,100,1
246103,100,100,1
249522,100,100,1
250850,100,100,1
251575,100,100,1
251669,100,99.01,1
260282,100,97.87,1
282188,100,99.09,1
289210,100,100,1
294947,100,100,1
294972,100,100,1
301598,100,100,1
304923,100,100,1
309765,100,100,1
316129,100,100,1
320180,100,100,1
325505,100,100,1
328759,99.02,100,1
331588,100,100,1
342146,100,100,1
343281,100,100,1
381030,100,100,1
391853,100,100,1
392261,99.08,100,1
408723,100,100,1
412280,100,100,1
422745,100,100,1
438271,100,100,1
444351,100,100,1
445780,100,100,1
447442,100,100,1
455325,100,100,1
455329,100,100,1
459750,100,100,1
468357,100,100,1
470336,100,100,1
476777,100,100,1
478358,100,98.04,1
483935,100,100,1
491742,100,100,1
492150,100,100,1
498531,100,100,1
502944,100,100,1
505974,100,100,1
514657,100,100,1
517358,99.2,100,1
517411,100,100,1
519185,100,100,1
522081,100,98.48,1
523006,100,100,1
524891,100,100,1
527316,100,100,1
528354,100,100,1
534427,100,100,1
534691,100,100,1
546357,100,100,1
555991,100,100,1
557133,100,100,1
563420,100,100,1
565404,100,100,1
565655,100,99.06,1
569747,100,98.7,1
571943,100,100,1
573384,100,100,1
574681,100,100,1
577983,100,100,1
580772,100,100,1
584171,100,100,1
584511,100,100,1
589536,99.28,98.15,1
590763,100,100,1
599868,99.22,100,1
632330,100,100,1
637922,100,99.25,1
648856,100,100,1
655986,100,100,1
657578,100,100,1
659341,100,100,1
662911,100,100,1
664249,100,100,1
667659,98.61,99.09,1
670545,100,100,1
684290,99.15,100,1
690248,100,98.73,1
690450,100,100,1
700776,100,100,1
705602,100,100,1
709226,98.95,98.53,1
712693,95.65,98.48,1
713310,100,100,1
715171,100,98.75,1
715266,98.88,100,1
717588,99.02,100,1
726703,100,100,1
733798,100,96.91,1
736710,100,100,1
752343,100,100,1
757182,100,100,1
758899,99.17,99.05,1
763031,99.04,100,1
764995,100,100,1
767414,100,100,1
773809,100,100,1
776100,100,98.96,1
784440,100,100,1
790180,100,100,1
796509,100,99.22,1
800199,100,100,1
815236,100,100,1
815851,100,100,1
820752,100,100,1
821907,100,98.94,1
832201,100,100,1
832246,100,100,1
865211,100,100,1
871271,100,100,1
885542,100,98.96,1
894888,100,100,1
909280,100,100,1
911261,99.25,99.17,1
913274,100,100,1
916046,100,100,1
