Position,Freq_D,Freq_R,SNPs
2338,100,100,1
2532,100,100,1
9143,100,100,1
11370,100,100,1
13460,100,100,1
14401,100,100,1
15117,100,100,1
23174,100,100,1
27469,100,99.19,1
29550,100,99.32,1
30943,100,100,1
31077,100,100,1
36538,100,100,1
36593,100,100,1
39758,100,100,1
42281,100,100,1
43945,100,100,1
51954,97.7,100,1
57393,100,100,1
58951,100,100,1
62657,100,100,1
69871,100,100,1
70267,100,100,1
81963,100,100,1
83842,100,100,1
83982,100,100,1
89200,100,100,1
89472,100,100,1
94344,100,99.12,1
97696,100,100,1
103600,100,100,1
107485,100,100,1
123520,100,100,1
126803,100,100,1
134027,100,100,1
137602,100,100,1
139756,100,100,1
143207,100,100,1
153333,100,100,1
164676,100,100,1
169162,100,100,1
185785,100,100,1
187420,100,100,1
195360,100,100,1
199470,100,100,1
202197,100,100,1
202930,100,100,1
206481,100,98.15,1
206484,100,98.25,1
208322,100,100,1
217201,100,100,1
220050,100,100,1
222486,100,100,1
223752,100,100,1
225668,100,100,1
233358,100,100,1
233364,100,100,1
234529,100,99.21,1
243598,100,100,1
249522,100,100,1
250822,100,100,1
251575,100,100,1
251669,100,100,1
260282,100,100,1
264043,100,100,1
284623,100,100,1
293548,100,100,1
294070,100,100,1
305106,100,100,1
309765,100,100,1
316059,100,100,1
320180,100,100,1
325505,100,100,1
331588,100,100,1
342146,100,100,1
342845,98.89,100,1
343281,100,100,1
361055,100,100,1
381030,100,100,1
386935,100,100,1
392261,100,100,1
397275,100,100,1
412280,100,100,1
422745,100,100,1
435190,100,100,1
438271,100,100,1
443277,100,100,1
445780,100,100,1
446165,98.92,100,1
447442,99.07,100,1
454167,100,100,1
455325,100,100,1
455329,100,100,1
468357,100,100,1
469656,100,100,1
487852,100,100,1
489073,100,100,1
491591,98.7,100,1
491742,100,100,1
492150,100,100,1
498531,100,100,1
505974,100,100,1
508384,100,100,1
514657,100,100,1
516257,100,100,1
517358,100,100,1
517411,100,100,1
519185,100,100,1
521800,100,100,1
522081,100,100,1
525833,100,100,1
527316,100,100,1
528354,100,100,1
534427,100,100,1
546357,100,100,1
546914,100,100,1
546917,100,100,1
548678,100,99.2,1
555991,100,100,1
565404,100,100,1
569897,42,45.9,1
573384,100,100,1
580772,100,97.62,1
584171,100,100,1
584511,100,100,1
589715,100,100,1
590438,100,100,1
590763,100,100,1
599868,98.81,100,1
612555,100,100,1
618805,100,100,1
628016,98.68,97.73,1
628895,100,100,1
648856,100,100,1
655986,100,100,1
657269,100,100,1
657578,98.73,100,1
659341,100,100,1
662911,100,100,1
670545,100,100,1
679423,100,100,1
684290,100,100,1
686655,100,99.01,1
690248,100,100,1
690450,100,98.28,1
691289,100,100,1
700316,100,100,1
700776,100,100,1
705602,100,100,1
712778,100,100,1
713310,100,100,1
715266,100,100,1
717588,100,100,1
727746,100,98.9,1
728195,100,99.15,1
739701,100,100,1
757182,100,100,1
757919,100,99.37,1
760115,100,100,1
763031,100,100,1
765150,100,100,1
776100,100,100,1
788259,100,100,1
796833,100,100,1
799936,100,100,1
800200,100,100,1
800889,100,100,1
805663,100,100,1
815236,100,100,1
815851,100,100,1
820084,100,100,1
820752,100,100,1
821907,100,99.18,1
832201,100,100,1
832246,100,100,1
862525,100,100,1
863123,100,100,1
867917,100,100,1
871271,100,100,1
885223,100,97.56,1
891756,100,100,1
894888,100,100,1
895219,100,100,1
897209,100,100,1
902413,100,100,1
911261,100,100,1
913274,100,100,1
916040,100,100,1
916046,100,100,1
917905,100,100,1
919574,100,100,1
923065,100,100,1
931123,100,100,1
932280,100,99.16,1
933699,100,100,1
934230,100,100,1
934611,100,100,1
938246,100,100,1
941845,100,100,1
948294,100,100,1
949603,100,100,1
951142,98.85,100,1
952217,100,100,1
953233,100,100,1
960367,100,100,1
972825,100,100,1
983485,100,100,1
985621,100,100,1
996982,100,100,1
1014815,100,100,1
1015304,100,100,1
1024346,100,100,1
1040676,100,100,1
1040706,100,100,1
1054784,100,100,1
1063765,100,100,1
1080192,100,99.25,1
1097023,100,100,1
1098523,100,100,1
1103496,99.08,100,1
1104690,100,100,1
1105284,100,100,1
1107940,100,100,1
1109163,100,100,1
1110956,100,100,1
1111826,100,100,1
1111925,100,100,1
1113290,100,100,1
1123597,100,100,1
1131294,100,100,1
1131300,100,100,1
1135251,100,100,1
1143832,100,100,1
1144585,100,100,1
1148255,100,100,1
1148259,100,100,1
1148963,100,99.2,1
1153676,100,100,1
1154483,100,100,1
1156299,98.48,100,1
1203824,100,100,1
1208727,100,100,1
1211369,99.19,100,1
1220570,100,100,1
1230778,100,100,1
1235446,98.57,100,1
1237958,100,100,1
1248382,100,100,1
1248936,100,100,1
1250340,100,100,1
1250357,100,100,1
1254562,100,100,1
1258076,100,100,1
1259526,100,100,1
1269967,100,100,1
1281771,100,98.77,1
1287112,100,100,1
1292464,100,100,1
1310316,100,100,1
1324991,100,100,1
1341023,100,100,1
1341029,100,100,1
1341040,100,100,1
1341044,100,100,1
1343105,100,100,1
1351172,100,100,1
1356135,99.21,99.33,1
1356139,99.21,99.3,1
1358940,100,100,1
1362515,100,100,1
1367484,100,100,1
1368947,100,100,1
1377337,100,99,1
1390763,100,100,1
1393694,100,100,1
1393994,100,100,1
1395010,100,100,1
1396311,100,100,1
1397201,100,100,1
