Position,Freq_D,Freq_R,SNPs
1977,98.29,100,1
2532,100,100,1
7585,100,100,1
9143,100,100,1
9304,99.23,100,1
10219,100,100,1
13460,100,100,1
14401,100,100,1
15117,100,100,1
16807,100,100,1
23174,100,99.25,1
24716,26.67,56.1,1
27469,99.36,100,1
28640,100,100,1
34859,100,100,1
36538,100,100,1
37031,100,100,1
38043,100,100,1
39758,100,100,1
42281,100,100,1
43945,100,100,1
47782,99.01,100,1
50557,100,98.95,1
51949,99.07,100,1
54394,100,100,1
61981,100,100,1
63463,100,98.97,1
70267,100,99,1
80616,100,100,1
88157,100,100,1
89200,100,99.29,1
92199,100,100,1
97696,100,100,1
103600,100,100,1
110544,100,100,1
122483,100,100,1
123520,100,100,1
126803,100,100,1
139756,100,100,1
140130,100,100,1
143207,100,100,1
166584,100,100,1
186233,100,100,1
194681,100,100,1
195360,100,100,1
196642,100,100,1
199470,100,100,1
206481,96.49,60,1
206484,98.18,70,1
208322,100,100,1
212244,100,100,1
217201,100,100,1
223752,100,100,1
225429,100,100,1
225668,100,100,1
225675,100,100,1
231114,99.07,100,1
233358,100,100,1
233364,100,100,1
237164,100,100,1
243598,100,100,1
249522,100,99.44,1
251575,100,100,1
251669,100,100,1
260282,100,99.25,1
283614,100,100,1
285871,100,99.42,1
296141,100,100,1
304923,100,100,1
309765,100,99.31,1
320180,100,100,1
325505,100,100,1
325837,100,100,1
331588,100,100,1
342146,100,100,1
343281,100,100,1
357202,100,100,1
376774,100,100,1
381030,100,100,1
390258,100,100,1
391853,100,100,1
392261,100,100,1
395754,100,100,1
396811,100,100,1
404326,100,100,1
412280,100,100,1
422745,100,100,1
438271,100,100,1
445780,100,100,1
447442,100,100,1
455325,100,100,1
455329,100,100,1
457452,100,100,1
468357,100,98.97,1
481374,100,98.53,1
483935,100,100,1
489935,100,100,1
491742,100,100,1
492150,98.59,100,1
498531,100,100,1
498557,100,100,1
505974,100,100,1
506333,100,100,1
514657,100,98.57,1
517358,100,100,1
517411,100,100,1
519185,100,100,1
522081,100,98.81,1
524891,100,100,1
527316,100,100,1
528354,100,100,1
533102,100,100,1
534427,100,100,1
546357,100,100,1
551525,100,100,1
555991,100,100,1
556936,100,98.96,1
559919,100,100,1
560520,100,100,1
565404,100,100,1
565655,100,100,1
573384,100,100,1
578504,100,100,1
580772,97.78,96.55,1
584171,100,100,1
584511,100,100,1
588943,100,100,1
590763,100,99.04,1
597816,99.35,99.05,1
599868,100,100,1
610620,100,100,1
630722,100,100,1
637319,100,100,1
648856,100,99.21,1
655986,100,100,1
657066,98.97,100,1
