Position,Freq_D,Freq_R,SNPs
2076,0,100,2
2532,100,100,1
5176,100,100,1
9143,100,100,1
11370,100,100,1
12020,100,100,1
13460,100,100,1
14401,100,99.01,1
15117,100,100,1
23174,100,100,1
27469,100,100,1
30943,100,100,1
31077,100,100,1
36538,100,98.15,1
39758,100,100,1
42281,100,100,1
43945,100,100,1
51954,100,100,1
57393,100,100,1
62657,100,100,1
63868,100,100,1
69834,100,100,1
69871,100,100,1
70095,100,100,1
70267,100,100,1
70924,100,100,1
81963,100,100,1
83842,100,97.4,1
83982,100,98.68,1
89200,100,100,1
94344,100,100,1
95866,100,100,1
97696,100,100,1
103600,100,100,1
107485,100,100,1
107794,100,100,1
123520,100,100,1
126803,100,100,1
130997,100,100,1
139756,100,100,1
143207,100,100,1
146737,98.72,100,1
164676,100,100,1
187226,100,100,1
187420,100,100,1
195360,98.88,100,1
199470,100,100,1
202197,100,100,1
206481,94.87,95.74,1
206484,92.68,97.73,1
208322,100,100,1
217201,100,100,1
220050,100,100,1
222486,100,100,1
223752,100,100,1
225668,100,98.91,1
233358,100,100,1
233364,100,100,1
236778,100,100,1
243598,100,100,1
249522,100,100,1
251575,100,100,1
251669,100,100,1
252712,100,100,1
260282,100,100,1
284623,100,100,1
309765,100,100,1
320180,100,100,1
325505,100,100,1
331588,100,100,1
342146,100,100,1
342340,100,100,1
343281,100,100,1
381030,100,100,1
382117,100,100,1
386013,100,100,1
386935,100,100,1
392261,100,100,1
397244,100,100,1
397275,100,100,1
412280,100,100,1
415704,0,23.6,2
415894,0,37.97,2
422745,100,100,1
435190,100,100,1
438158,100,100,1
438271,100,100,1
443277,100,100,1
445780,100,100,1
446165,100,100,1
447442,100,100,1
454167,100,100,1
455325,100,100,1
455329,100,100,1
456281,100,100,1
468357,100,100,1
486467,100,100,1
487852,100,100,1
489073,100,100,1
491591,100,100,1
491742,100,100,1
492150,100,100,1
498531,100,100,1
505974,100,100,1
514657,100,100,1
517358,100,100,1
517411,100,100,1
519185,100,100,1
522081,100,100,1
522205,100,100,1
525833,100,100,1
527316,100,100,1
528354,100,100,1
534427,100,100,1
546357,100,100,1
546914,100,100,1
555991,100,98.97,1
564815,100,98.78,1
565404,100,100,1
569897,33.33,49.43,1
573384,100,100,1
575679,100,100,1
580772,88.1,100,1
584171,100,100,1
584511,100,100,1
590763,100,100,1
599868,100,98.8,1
608775,100,100,1
628895,100,100,1
629925,100,100,1
632455,100,100,1
637730,100,100,1
648856,100,100,1
648990,100,100,1
655986,100,100,1
657269,100,100,1
657578,100,100,1
659341,100,100,1
662911,100,100,1
663429,25,12.32,1
670545,100,100,1
684290,100,100,1
686655,100,100,1
690248,100,100,1
690450,100,100,1
691528,100,100,1
700776,100,100,1
701905,100,100,1
701909,100,100,1
705602,100,100,1
713310,100,100,1
715266,100,100,1
717588,100,100,1
718883,100,100,1
757182,100,100,1
760115,100,100,1
763031,98.21,100,1
765150,100,100,1
776100,100,100,1
781276,100,100,1
788259,100,100,1
805663,100,100,1
815236,100,100,1
815851,98.33,100,1
820752,100,100,1
821907,100,100,1
832201,100,100,1
832246,100,98.39,1
871271,100,100,1
891756,100,100,1
892863,100,100,1
894888,100,100,1
897209,100,100,1
902413,100,100,1
903633,100,100,1
903958,100,100,1
909724,100,100,1
911261,100,100,1
913274,100,100,1
916046,100,100,1
917905,100,100,1
919574,100,100,1
923065,100,100,1
931123,100,100,1
932280,100,100,1
933699,100,100,1
934230,100,100,1
934611,100,100,1
938246,100,98.95,1
941845,100,100,1
948294,100,100,1
951142,100,100,1
953233,100,100,1
960367,100,100,1
981670,98.77,100,1
983485,100,100,1
985621,100,100,1
996982,100,100,1
1005791,100,100,1
1014815,100,100,1
1019632,100,100,1
1024346,100,100,1
1040706,100,100,1
1054784,100,100,1
1063765,100,100,1
1080192,100,100,1
1080528,100,100,1
1097023,100,100,1
1098523,100,100,1
1104690,100,100,1
1105284,100,100,1
1107940,100,100,1
1109163,100,100,1
1110956,100,100,1
1111826,100,100,1
1111925,98.86,100,1
1113290,100,100,1
1123597,100,100,1
1131300,100,100,1
1131918,100,100,1
1135251,100,100,1
1143832,100,100,1
1144585,100,100,1
1148255,100,100,1
1148259,100,100,1
1153676,100,100,1
1160761,26.09,9.62,1
1160770,73.86,89.9,1
1160790,28.74,10.64,1
1166321,100,100,1
1179063,100,100,1
1203824,100,100,1
1211369,100,100,1
1220570,100,100,1
1230778,100,100,1
1232037,100,100,1
1234262,100,100,1
1235446,100,100,1
1248382,100,100,1
1248936,100,100,1
1250340,100,100,1
1250357,100,100,1
1254562,100,100,1
1281771,100,100,1
1287112,100,100,1
1292464,100,100,1
1310316,100,100,1
1338172,100,100,1
1341023,100,100,1
1341029,100,100,1
1341040,100,100,1
1341044,97.73,100,1
1351172,100,100,1
1356135,100,100,1
1358940,100,100,1
1367484,100,100,1
1368860,100,100,1
1368947,100,100,1
1390763,100,100,1
1393694,100,100,1
1393994,100,100,1
1395010,100,100,1
1396311,100,100,1
1397201,100,100,1
1400396,100,100,1
1410062,100,100,1
1416222,30.53,28.46,1
1416232,29.55,28.24,1
1416234,30.3,28.24,1
1417554,100,99.03,1
1424699,100,100,1
1444202,100,100,1
1458144,100,100,1
1477588,98.85,100,1
1479085,100,100,1
1480205,40.8,40.86,1
1480219,40.16,42.78,1
1480243,40,40.86,1
1480945,47.86,47.88,1
1480948,47.86,47.31,1
1480972,49.56,50.56,1
1481185,100,100,1
1482155,100,100,1
1490905,100,100,1
1490911,100,100,1
1492194,100,100,1
1495326,100,100,1
1496964,100,100,1
1505194,100,100,1
1505973,100,100,1
1511068,0,26.83,2
1529952,100,100,1
1540141,100,100,1
1544255,100,100,1
1546703,100,100,1
1548087,100,100,1
1559562,100,100,1
1559864,100,100,1
1574206,100,100,1
1584379,100,100,1
1585283,100,100,1
1585404,100,100,1
1589383,100,98.9,1
1594736,100,100,1
1600685,100,100,1
1608276,100,100,1
1611283,100,100,1
1612648,30.65,20.87,1
1622964,100,100,1
1629048,98.44,100,1
1639418,100,100,1
1639643,100,100,1
1640442,100,100,1
1641153,97.92,98.91,1
1644362,32.26,29.03,1
1648620,100,98.02,1
1659994,100,100,1
1669358,98.08,100,1
1673425,100,100,1
1681685,100,100,1
1688300,100,100,1
1688649,100,100,1
1694547,100,100,1
1695364,100,100,1
1695674,100,100,1
1699849,100,100,1
1706602,100,100,1
1706746,100,100,1
1708846,100,100,1
1712824,98.84,100,1
1715942,99.13,100,1
1716472,98.72,100,1
1717172,100,100,1
1717764,100,100,1
1719391,100,100,1
1722702,100,100,1
1726255,100,100,1
1726816,100,100,1
1728622,98.21,100,1
1729867,100,98.39,1
1741624,100,100,1
1748380,100,100,1
1759904,100,100,1
1760923,100,99.06,1
1761789,100,100,1
1778789,97.73,100,1
1797577,100,98.94,1
1810237,98.81,100,1
1826054,100,100,1
1839260,100,100,1
1839759,100,100,1
1849609,100,100,1
1859559,100,100,1
1861804,100,100,1
1865976,100,100,1
1872959,100,100,1
1875207,98.57,100,1
1888128,100,100,1
1889073,100,100,1
1900800,100,100,1
1906336,100,100,1
1913811,100,100,1
1920120,100,100,1
1924959,100,100,1
1930028,100,98.98,1
1931219,100,100,1
1935695,100,100,1
1936525,100,100,1
1937795,100,100,1
1939763,100,100,1
1951807,100,100,1
1952160,100,100,1
1956523,100,100,1
1963957,100,98.8,1
1971725,100,100,1
1994342,100,100,1
1998063,100,100,1
2007502,100,100,1
2010614,100,100,1
2010991,100,100,1
2017291,100,100,1
2019236,100,100,1
2020144,100,98.86,1
2032244,100,100,1
2053987,100,100,1
2062922,100,100,1
2066633,100,100,1
2068537,0,100,2
2072190,100,100,1
2074514,100,100,1
2074695,98.89,100,1
2077218,100,100,1
2079896,98.57,100,1
2093715,100,100,1
2097144,100,100,1
2108890,100,100,1
2110365,100,100,1
2117815,100,100,1
2120796,100,100,1
2122625,100,100,1
2122976,100,100,1
2123146,100,100,1
2128372,100,100,1
2129281,100,100,1
2130529,100,100,1
2145878,100,100,1
2151678,100,100,1
2154724,100,100,1
2156868,100,100,1
2158109,100,100,1
2177073,100,100,1
2187376,100,100,1
2199052,100,100,1
2199416,98.46,100,1
2202833,100,100,1
2209465,100,100,1
2218012,100,100,1
2219329,100,100,1
2219342,100,100,1
2222308,100,100,1
2225456,100,100,1
2229801,100,100,1
2231486,100,100,1
2238613,100,100,1
2241742,100,100,1
2243034,100,100,1
2244770,98.81,100,1
2246960,100,100,1
2248179,100,100,1
2253453,100,100,1
2254057,100,100,1
2257332,100,100,1
2262620,100,100,1
2262679,100,100,1
2263760,100,100,1
2266487,37.98,38.06,1
2266508,38.52,35.62,1
2266517,38.84,36.81,1
2266550,42.45,39.33,1
2266553,43.26,40.54,1
2266583,45.39,43.62,1
2266598,43.75,42.28,1
2266604,43.06,42.86,1
2266624,44.16,42,1
2281407,100,100,1
2282376,100,100,1
2282377,100,100,1
2295917,98.55,100,1
2296181,80.3,94.51,1
2301089,100,100,1
2304068,100,100,1
2307701,100,100,1
2325009,100,100,1
2328543,100,100,1
2331620,100,96.97,1
2331789,100,100,1
2338866,100,100,1
2338912,100,100,1
2339255,100,100,1
2341030,100,100,1
2350186,100,100,1
2369186,100,99.01,1
2372550,29.79,32.37,1
2376425,100,100,1
2379743,100,100,1
2388641,100,100,1
2388792,98.9,100,1
2390299,100,100,1
2401825,48.36,50,1
2403375,100,100,1
2406186,100,100,1
2413246,100,100,1
2416156,100,100,1
2419142,98,100,1
2421816,98.21,100,1
2425471,100,100,1
2437259,100,100,1
2447539,100,100,1
2448458,100,100,1
2449295,100,100,1
2462691,100,100,1
2468098,100,98.46,1
2470591,100,100,1
2472956,100,100,1
2473699,100,99.12,1
2479574,100,100,1
2495500,100,100,1
2501148,100,100,1
2511712,100,100,1
2518076,100,100,1
2518132,100,100,1
2532017,13.7,21.51,1
2532176,98.51,96.88,1
2562783,100,100,1
2563958,100,100,1
2566768,98.44,100,1
2568273,100,100,1
2571577,98.65,100,1
2574022,100,100,1
2577246,100,100,1
2578975,100,100,1
2581109,100,100,1
2602109,100,100,1
2605293,100,100,1
2608488,100,100,1
2610702,100,100,1
2625924,100,100,1
2626108,100,100,1
2626189,100,100,1
2626191,100,100,1
2629048,100,100,1
2630158,38.33,31.63,1
2630161,37.19,28.85,1
2630188,29.46,23.47,1
2630224,27.72,19.78,1
2630233,26.67,19.32,1
2631556,50,52.08,1
2631565,51.96,54.48,1
2631574,52.38,56.16,1
2631583,53.27,58.33,1
2631599,54.7,58.39,1
2631620,50.79,56.49,1
2631641,100,100,1
2631743,21.78,25,1
2631747,22.22,25.25,1
2631755,21,24.27,1
2631761,21.57,25.77,1
2631779,19.81,26.04,1
2631827,17.27,29.41,1
2631840,17.27,29.52,1
2631899,22.95,32.58,1
2631905,23.97,34.4,1
2631914,23.77,33.86,1
2631944,22.32,31.36,1
2631977,32.23,36.57,1
2641840,100,100,1
2652654,100,100,1
2671061,100,100,1
2680155,100,100,1
2682789,100,100,1
2689715,100,100,1
2691713,100,100,1
2700239,100,98.84,1
2709795,100,100,1
2712913,100,100,1
2723506,100,100,1
2724782,100,100,1
2739174,100,100,1
2740693,100,100,1
2740970,100,100,1
2758673,100,100,1
2759390,98.33,100,1
2760241,100,100,1
2764939,100,100,1
2775592,100,100,1
2775994,100,100,1
2779509,100,100,1
2781802,100,100,1
2788298,100,100,1
2788745,100,98.96,1
2788963,100,100,1
2790458,100,100,1
2791098,100,100,1
2791475,100,100,1
2807486,100,100,1
2808506,100,100,1
2819009,100,99.03,1
2821873,100,100,1
2825466,100,100,1
2841022,100,100,1
2847281,100,100,1
2858669,100,100,1
2866551,23.15,24.27,1
2866569,28.35,27.59,1
2866578,29.1,26.05,1
2866580,30.3,27.27,1
2866607,32.03,31.78,1
2866647,31.54,30.89,1
2866671,29.6,32.52,1
2866677,31.25,35.25,1
2866863,36.57,39.71,1
2866876,39.01,40,1
2866880,40.44,41.18,1
2866882,42.36,42.25,1
2867207,32.77,39.02,1
2867263,25.24,32.14,1
2867298,30.43,40.91,1
2867347,30.91,38.85,1
2868432,98.77,100,1
2870386,100,100,1
2871251,100,100,1
2878980,100,100,1
2885170,100,100,1
2886570,100,100,1
2897871,100,100,1
2898337,98.67,100,1
2906978,100,100,1
2911823,98.53,100,1
2925962,100,100,1
2927015,100,100,1
2927511,100,100,1
2947990,100,100,1
2953307,100,100,1
2953367,100,100,1
2955233,100,100,1
2958749,98.8,100,1
2959324,100,100,1
2969494,100,100,1
2970017,100,100,1
2970018,100,100,1
2970019,100,100,1
2980970,100,100,1
2982956,97.1,97.14,1
2985216,100,100,1
2988630,100,100,1
2994187,100,100,1
2996034,26.13,28.49,1
2996136,28.04,27.84,1
3000362,100,100,1
3003115,100,100,1
3005618,100,100,1
3006898,100,100,1
3007238,100,100,1
3010420,100,100,1
3011692,100,100,1
3013531,100,100,1
3013784,100,100,1
3022094,100,99.03,1
3025450,100,100,1
3027052,100,98.72,1
3027606,100,100,1
3027798,100,100,1
3031168,100,100,1
3069805,100,100,1
3072567,100,100,1
3086208,100,100,1
3088625,100,100,1
3091595,100,100,1
3096807,99.02,100,1
3104189,100,100,1
3105144,100,100,1
3109457,100,98.73,1
3112877,100,100,1
3118449,100,100,1
3133054,100,100,1
3133055,100,100,1
3135896,96.72,98.84,1
3136335,100,100,1
3136576,98.36,100,1
3137237,100,100,1
3147742,100,100,1
3158531,100,100,1
3172638,100,100,1
3174496,100,100,1
3180988,100,100,1
3187090,100,100,1
3188769,100,100,1
3189242,100,100,1
3189580,100,100,1
3195731,100,100,1
3200304,100,100,1
3213206,100,100,1
3215104,100,100,1
3230962,100,100,1
3232703,43.51,38.5,1
3232759,63.69,62.86,1
3232815,14.53,11.27,1
3238090,100,100,1
3244414,100,98.89,1
3247874,100,100,1
3254880,100,99.01,1
3258274,100,100,1
3266030,100,100,1
3271037,100,100,1
3273138,100,100,1
3296721,100,100,1
3302683,100,100,1
3311119,100,100,1
3314412,100,100,1
3318968,97.33,100,1
3326554,100,100,1
3332254,100,100,1
3335708,100,100,1
3336646,58.57,55.07,1
3336705,23.53,19.08,1
3340328,100,100,1
3355161,100,100,1
3369869,100,100,1
3371260,100,100,1
3376731,100,100,1
3390059,100,100,1
3398223,100,100,1
3398228,100,100,1
3407085,100,100,1
3410372,100,100,1
3415332,100,100,1
3417839,100,100,1
3418101,100,100,1
3420825,100,100,1
3421009,100,100,1
3428374,100,100,1
3429182,100,100,1
3440542,100,100,1
3440895,100,100,1
3450463,100,100,1
3454263,100,100,1
3457514,100,100,1
3464629,100,100,1
3467465,100,100,1
3474582,100,99.21,1
3475159,100,100,1
3478467,19.54,18.52,1
3478698,32.03,33.33,1
3478719,30.5,35.51,1
3480789,100,100,1
3498418,100,100,1
3505005,100,100,1
3509091,100,100,1
3521044,100,100,1
3525198,100,100,1
3530955,100,100,1
3544710,100,100,1
3555699,100,100,1
3556607,100,100,1
3560645,100,100,1
3566943,100,100,1
3571834,100,100,1
3573090,98.78,100,1
3573636,100,100,1
3577958,100,100,1
3584834,100,99.07,1
3587072,100,100,1
3599324,100,98.94,1
3603355,100,100,1
3615678,100,100,1
3624486,100,100,1
3632935,100,100,1
3638093,100,100,1
3647041,100,100,1
3649036,100,100,1
3658266,100,100,1
3661340,100,100,1
3670040,100,100,1
3679949,100,100,1
3681548,100,100,1
3690016,100,100,1
3691061,29.23,28.3,1
3691063,31.34,25.96,1
3693681,100,100,1
3693689,100,100,1
3693875,100,100,1
3696181,100,100,1
3697708,100,100,1
3717109,0,30.1,2
3717464,100,100,1
3771628,100,100,1
3772616,100,100,1
3777612,100,100,1
3783058,100,100,1
3785946,100,100,1
3786033,100,100,1
3788365,100,100,1
3808103,100,100,1
3811629,100,100,1
3812821,100,100,1
3820505,100,100,1
3820508,100,100,1
3820545,100,100,1
3820665,100,100,1
3830695,100,100,1
3850762,100,100,1
3851888,100,100,1
3851990,100,100,1
3854174,100,100,1
3866350,100,100,1
3871246,100,100,1
3873242,100,100,1
3874726,98.96,100,1
3875471,100,100,1
3887921,100,100,1
3893480,100,100,1
3898869,100,100,1
3909235,100,100,1
3922380,100,100,1
3922836,100,100,1
3925733,100,100,1
3945519,84.44,92.59,1
3951429,98.53,100,1
3959957,100,100,1
3966813,100,100,1
3973152,98.75,100,1
3984321,100,100,1
3985439,100,100,1
3989135,100,100,1
3989914,100,100,1
3994898,100,100,1
4004650,100,100,1
4005114,100,100,1
4005236,100,100,1
4008747,100,98.86,1
4012219,100,100,1
4028752,100,100,1
4054637,100,100,1
4056416,100,100,1
4059580,100,100,1
4060100,78.31,95.18,1
4060201,66.27,92.41,1
4060210,36.14,7.59,1
4060230,64.04,92.41,1
4063682,100,100,1
4067152,100,100,1
4078863,100,98.86,1
4086802,100,100,1
4089058,100,100,1
4095295,100,99.25,1
